Date,Summary,Label,Confidence,URL
2023-11-20 19:05:54+00:00,Galaxy Digital to launch Bitcoin fund. Market for a spot Bitcoin ETF could quickly turn into a $100 billion juggernaut,NEGATIVE,0.9949041604995728,https://cryptopanic.com/news/19051010/100000000000-in-TradFi-Money-Waiting-for-Bitcoin-ETF-Approval-Says-Bloomberg-Intelligence-Analysts
2023-11-20 15:39:10+00:00,Cathie Wood's ARK Invest has submitted an updated filing for its spot bitcoin ETF.,NEGATIVE,0.9810662269592285,https://cryptopanic.com/news/19050524/ARK-Ignores-SEC-Advice-Refiles-In-Kind-Bitcoin-Spot-ETF
2023-11-20 15:39:00+00:00,"Ethereum, Solana and other funds see substantial investment.",POSITIVE,0.9995669722557068,https://cryptopanic.com/news/19050530/XRP-BTC-ETH-ADA-SOL-Funds-Attract-More-Inflows-Report
2023-11-20 04:28:28+00:00,Cardano (ADA) is moving higher from the $0.350 support level.,POSITIVE,0.9892533421516418,https://cryptopanic.com/news/19049104/ADA-Price-Cardano-Breaking-This-Confluence-Resistance-Could-Restart-Rally
2023-11-19 23:40:06+00:00,Pro-Bitcoin candidate Javier Milei wins election in Argentina. Milei won the second round of elections with 36% of the vote,POSITIVE,0.9990876913070679,https://cryptopanic.com/news/19048931/JUST-IN-Pro-Bitcoin-Candidate-Javier-Milei-Wins-Election-in-Argentina-BTC-Breaks-37000
2023-11-18 11:20:40+00:00,Is there a book for everyone?,NEGATIVE,0.985806405544281,https://cryptopanic.com/news/19047131/3-lessons-I-have-learned-from-the-Bitcoin-Standard
2023-11-18 09:22:41+00:00,"The cryptocurrency has recently struggled to surpass the $38,000 mark.",NEGATIVE,0.999276340007782,https://cryptopanic.com/news/19046969/Bitcoin-set-for-parabolic-rally-in-a-matter-of-weeks-as-halving-phase-begins
2023-11-18 07:24:47+00:00,"Spot Bitcoin ETF approval, halving seen as key events",NEGATIVE,0.9780305624008179,https://cryptopanic.com/news/19046832/How-to-effectively-trade-the-upcoming-Solana-rally
2023-11-17 23:00:59+00:00,The coin’s price has been on a positive trend since the beginning of the year.,POSITIVE,0.9996052384376526,https://cryptopanic.com/news/19046484/Cardano-Falling-Wedge-Pattern-Analyst-Predicts-100-Increase-Following-Breakout
2023-11-17 17:47:21+00:00,SEC reportedly advised companies to amend filings.,NEGATIVE,0.9768054485321045,https://cryptopanic.com/news/19045928/SEC-Advises-Bitcoin-ETF-Firms-on-Cash-Creations-to-Address-Broker-Concerns
2023-11-17 17:13:05+00:00,Bloomberg analyst says he heard about Bitcoin Spot ETF.,NEGATIVE,0.9516997337341309,https://cryptopanic.com/news/19045874/BREAKING-Bloomberg-Analyst-Says-He-Heard-Insider-Rumors-About-Bitcoin-Spot-ETF-Bitcoin-Price-Soars
2023-11-17 14:38:43+00:00,The cryptocurrency has soared more than threefold in the past year.,POSITIVE,0.9996346235275269,https://cryptopanic.com/news/19045396/Bitcoin-parabolic-bull-run-soon-as-BTC-hits-crucial-resistance-zone
2023-11-17 11:22:11+00:00,Price of Bitcoin and other cryptocurrencies have been volatile in recent weeks.,NEGATIVE,0.9955776929855347,https://cryptopanic.com/news/19044918/3-cryptocurrencies-under-1-to-buy-next-week
2023-11-17 09:56:58+00:00,Major cryptocurrencies are exploring new resistance levels.,POSITIVE,0.9967659711837769,https://cryptopanic.com/news/19044658/Dogecoin-on-chain-transactions-spike-Will-DOGE-hit-01
2023-11-16 21:18:11+00:00,"Solana is faster and more cost-effective than Ethereum, says Wood.",POSITIVE,0.9983906745910645,https://cryptopanic.com/news/19043758/Why-Cathie-Wood-Is-Bullish-on-Solana
2023-11-16 12:30:00+00:00,El Salvador plans to add 1 Bitcoin per day to its national treasury.,NEGATIVE,0.5375330448150635,https://cryptopanic.com/news/19042398/Bitcoin-Price-Up-120-Since-El-Salvador-Became-First-Nation-to-Buy-1-BTC-A-Day
2023-11-16 11:27:27+00:00,"Critics say virtual currency is a fraud, a waste of money",NEGATIVE,0.9995860457420349,https://cryptopanic.com/news/19042226/Bitcoin-uses-more-sustainable-energy-than-any-other-industry-data-shows
2023-11-15 13:15:29+00:00,Major cryptocurrencies are trading within a narrow range.,NEGATIVE,0.9536768198013306,https://cryptopanic.com/news/19039769/Solana-adds-4-billion-in-24-hours-Is-70-next-for-SOL
2023-11-15 10:25:03+00:00,ChatGPT is the world's first chat app designed entirely with humans in mind.,POSITIVE,0.9849967956542969,https://cryptopanic.com/news/19039284/Google-Bard-predicts-Bitcoin-price-for-start-of-2024
2023-11-14 19:09:07+00:00,Boyaa plans to invest $100 million in digital assets.,POSITIVE,0.8214575052261353,https://cryptopanic.com/news/19038018/Chinese-Company-Announces-It-Will-Invest-100-Million-in-Bitcoin-and-Ethereum
2023-11-14 18:14:06+00:00,Analysts at Coinbase say they expect Bitcoin ETF to be approved.,NEGATIVE,0.9929826259613037,https://cryptopanic.com/news/19037925/New-Bitcoin-Statement-from-Coinbase
2023-11-14 14:31:47+00:00,ARK Invest CEO sees potential for growth in digital assets,POSITIVE,0.9993575215339661,https://cryptopanic.com/news/19037326/67-billion-Ark-says-Bitcoin-and-crypto-to-be-worth-25-trillion-by-2030
